Artist,Producer,weight
Ludacris,KC Da Beatmonster,1
Ludacris,Donnie Scantz,1
Ludacris,Polow da Don,3
Ludacris,Andre Harris,2
Ludacris,Vidal Davis,2
Ludacris,Zukhan,1
Ludacris,David Guetta,1
Ludacris,Giorgio Tuinfort,1
Ludacris,FKi,1
Ludacris,M16,1
Ludacris,Scarface,1
Ludacris,Kajun,1
Ludacris,ID Labs,1
Ludacris,Jo Christo,1
Ludacris,StreetRunner,1
Ludacris,LT Moe,1
Ludacris,Kanye West,1
Ludacris,Black Key,1
Ludacris,"Sidney ""Omen"" Brown",1
Ludacris,Just Blaze,1
Ludacris,Cool,1
Ludacris,Dre,1
Ludacris,Nineteen85,1
Ludacris,Rich Skillz,1
Ludacris,Rodney Jerkins,1
Ludacris,Big K.R.I.T.,1
Ludacris,Craig King,1
Ludacris,8TRIX,1
Ludacris,Ken Jo,1
Ludacris,Chaka Zulu,1
T.I.,DJ Toomp,26
T.I.,Parental Advisory,1
T.I.,Bryan-Michael Cox,1
T.I.,London On Da Track,3
T.I.,Corey OZ Simon,3
T.I.,Caviar,3
T.I.,T-Minus,5
T.I.,"Shomari ""Shonuff"" Wilson",1
T.I.,The Neptunes,7
T.I.,Sanchez Holmes,10
T.I.,Brian Kidd,5
T.I.,Rico Love,2
T.I.,Mannie Fresh,9
T.I.,MP 808,1
T.I.,Rossi,1
T.I.,Lil C,13
T.I.,Rara,1
T.I.,Swizz Beatz,4
T.I.,Scena,1
T.I.,Jazzfeezy,3
T.I.,Mr. Jonz,1
T.I.,Jamezz Bonn,1
T.I.,DJ Montay,1
T.I.,Alex Da Kid,1
T.I.,League of Starz,1
T.I.,Jazze Pha,5
T.I.,Nard & B,3
T.I.,David Banner,4
T.I.,Rob Knox,1
T.I.,Justin Timberlake,1
T.I.,True Divine Baptist Church,1
T.I.,Kanye West,5
T.I.,DJ Technique,1
T.I.,The Runners,3
T.I.,Dr. Dre,2
T.I.,"Lamar ""Mars"" Edwards",3
T.I.,"Chad ""Wes"" Hamilton",1
T.I.,Danja,5
T.I.,Mike WiLL Made-It,2
T.I.,J.U.S.T.I.C.E. League,2
T.I.,DJ Don Cannon,1
T.I.,Chuck Diesel,4
T.I.,Scott Storch,1
T.I.,Nikhil “Kromatik” Seetharam,4
T.I.,Just Blaze,7
T.I.,Cardiak,1
T.I.,Chinky P,1
T.I.,Pharrell Williams,5
T.I.,R. City,1
T.I.,Hit-Boy,1
T.I.,"Kevin ""Khao"" Cates",8
T.I.,Maestro,1
T.I.,Smash Factory,2
T.I.,Carlos Thorton,2
T.I.,"Benny ""Dada"" Tillman",2
T.I.,Ke'noe,3
T.I.,Young Chop,1
T.I.,Two Band Geeks,1
T.I.,Cut The Check,1
T.I.,TrackSlayerz,1
T.I.,"Kannon ""Caviar"" Cross",1
T.I.,Stan the Guitar Man,1
T.I.,"Nick ""Fury"" Loftin",4
T.I.,Zaire Koalo,1
T.I.,The Beat Bully,1
T.I.,Hudson Mohawke,1
T.I.,Jahlil Beats,1
T.I.,Kane Beatz,1
T.I.,Lil Jon,2
T.I.,Jim Jonsin,2
T.I.,Tricky Stewart,3
T.I.,The-Dream,2
T.I.,Clifford Harris,1
T.I.,Keith Mack,6
T.I.,Travis Sayles,2
T.I.,"Tommy ""TBHITS"" Brown",4
T.I.,Valentino Khan,1
T.I.,1500 or Nothin',2
T.I.,K.I.P.,1
T.I.,C4,1
T.I.,Shorty B,1
T.I.,Daz Dillinger,1
T.I.,Drumma Boy,4
T.I.,"Sedeck ""All Hands On Deck"" Jean",2
T.I.,Lil Wonda,2
T.I.,Wyclef Jean,2
T.I.,DJ Mustard,1
T.I.,DJ MLK,1
T.I.,Bobby Johnson Beats,1
T.I.,Mex Manny,1
T.I.,Cavi,1
T.I.,Ace Harris,2
T.I.,SAK PASE,2
T.I.,Polow da Don,1
T.I.,Jake One,1
T.I.,Tony Galvin,2
T.I.,"Elvis ""BlackElvis"" Williams",1
T.I.,Po Johns,1
T.I.,Sir Clef,1
T.I.,Craig Love,1
T.I.,"Charles ""Chizzy"" Stephens III",1
T.I.,The Individualz,1
T.I.,Trev Case,1
T.I.,Dr. Luke,1
T.I.,K Tracks,1
T.I.,The Futuristiks,1
T.I.,Jeff Bass,1
T.I.,Eminem,1
T.I.,"Ryan ""LiquidSound"" Katz",1
T.I.,Steven Holdren,1
T.I.,Bao Quoc Pham,1
T.I.,No I.D.,2
T.I.,Marz (Producer),1
T.I.,Mike & Keys,1
T.I.,P.A.,1
T.I.,KLC,1
T.I.,Steve Samson,1
T.I.,Travis Barker,1
Gucci Mane,Drumma Boy,74
Gucci Mane,Zaytoven,156
Gucci Mane,Southside,29
Gucci Mane,Reefa,2
Gucci Mane,Metro Boomin,23
Gucci Mane,Chop Squad,1
Gucci Mane,Mike WiLL Made-It,60
Gucci Mane,Trap-A-Holics,2
Gucci Mane,Lex Luger,20
Gucci Mane,Big Cat Productions,2
Gucci Mane,DJ Plugg,3
Gucci Mane,Juicy J,1
Gucci Mane,DJ Paul,1
Gucci Mane,Da Honorable C.N.O.T.E.,44
Gucci Mane,T-Pain,1
Gucci Mane,Will-A-Fool,4
Gucci Mane,DJ Drama,4
Gucci Mane,Tarentino,19
Gucci Mane,TM88,16
Gucci Mane,Nard & B,7
Gucci Mane,Purps,8
Gucci Mane,C-Note,2
Gucci Mane,DJ Holiday,3
Gucci Mane,808 Mafia,20
Gucci Mane,FATBOI,20
Gucci Mane,C4,27
Gucci Mane,Sonny Digital,4
Gucci Mane,Twinnzel Washington,1
Gucci Mane,Filnobep,1
Gucci Mane,Boi-1da,1
Gucci Mane,Murda,5
Gucci Mane,Young Chop,5
Gucci Mane,Bangladesh,6
Gucci Mane,Scott Storch,1
Gucci Mane,D. Rich,2
Gucci Mane,Bankroll Clay,3
Gucci Mane,DJ Squeeky,1
Gucci Mane,DJ Mustard,3
Gucci Mane,Nitti,9
Gucci Mane,DJ Spinz,11
Gucci Mane,Roger Beat,1
Gucci Mane,Dun Deal,5
Gucci Mane,Wyclef Jean,2
Gucci Mane,KE on the Track,3
Gucci Mane,!llmind,1
Gucci Mane,Shawty Redd,16
Gucci Mane,Polow da Don,4
Gucci Mane,Izze The Producer,2
Gucci Mane,The Heatmakerz,1
Gucci Mane,Spinz,1
Gucci Mane,"Jerry ""Wonda"" Duplessis",2
Gucci Mane,"Arden ""Keyz"" Altino",1
Gucci Mane,Big Cat Records,1
Gucci Mane,Cassius Jay,2
Gucci Mane,Frado,1
Gucci Mane,OZ,1
Gucci Mane,London On Da Track,7
Gucci Mane,FKi,2
Gucci Mane,Cyber Sapp,2
Gucci Mane,DJ X-Rated,1
Gucci Mane,Detail,2
Gucci Mane,DJ Speedy,4
Gucci Mane,Raw Beats,3
Gucci Mane,Mannie Fresh,1
Gucci Mane,All Star,1
Gucci Mane,Sharptastic,1
Gucci Mane,Wayne Wilkins,1
Gucci Mane,Jim Jonsin,1
Gucci Mane,DramaBoi,1
Gucci Mane,Soulja Boy,1
Gucci Mane,Swizz Beatz,2
Gucci Mane,The Individualz,1
Gucci Mane,The Neptunes,1
Gucci Mane,Pharrell Williams,1
Gucci Mane,CuBeatz,1
Gucci Mane,Hit-Boy,1
Gucci Mane,Butta,1
Gucci Mane,Rio the Superproducer,1
Gucci Mane,The Supasonics,1
Gucci Mane,Sean Garrett,1
Gucci Mane,Rob Holladay,1
Gucci Mane,Arizone Slim,1
Gucci Mane,Rodney Jerkins,1
Gucci Mane,"Jabbar ""Bah"" Stevens",1
Gucci Mane,DolanBeats,1
Gucci Mane,Johhny Juliano,1
Gucci Mane,Schife,1
Gucci Mane,OhZee,1
Gucci Mane,Get Money,1
Gucci Mane,Ferrari Smash,2
Gucci Mane,Fatboy,2
Gucci Mane,DJ Burn One,1
Gucci Mane,Mel-Man,1
Gucci Mane,Gorilla Zoe,1
Gucci Mane,"Sedeck ""All Hands On Deck"" Jean",1
Gucci Mane,Wheezy,1
Gucci Mane,K Tibbs,1
Gucci Mane,Phenom Da Don,2
Gucci Mane,Low,1
Gucci Mane,Sean Paine,1
Gucci Mane,Marz (Producer),1
Gucci Mane,Swae Lee,1
Gucci Mane,BWheezy,1
Gucci Mane,Beat Billionaire,1
Gucci Mane,G.Fresh,1
Gucci Mane,Doughboy Beatz,1
Gucci Mane,Knuckle Head,1
Gucci Mane,Rap Beats Moscow,1
Gucci Mane,TrapMoneyBenny,1
Gucci Mane,Young Dro,1
Gucci Mane,Lil Flip,1
Gucci Mane,Chief Keef,1
Gucci Mane,DP Beats,1
Gucci Mane,Supastar J. Kwik,1
Gucci Mane,Kevin McCall,1
Gucci Mane,Jazze Pha,1
Gucci Mane,DJ Cash,1
Gucci Mane,Paulin Jardim,1
Gucci Mane,Big Korey,1
Gucci Mane,DJ Montay,1
Gucci Mane,J.U.S.T.I.C.E. League,1
Gucci Mane,Ricky Racks,1
Gucci Mane,Josh Butler,1
Gucci Mane,BBanga,1
Gucci Mane,Rocko,1
Gucci Mane,Slim Major,1
Gucci Mane,Big Fruit,1
Gucci Mane,Trap Beats,1
Migos,DJ Ray G,2
Migos,Zaytoven,66
Migos,Mercy,5
Migos,Metro Boomin,8
Migos,Phenom Da Don,13
Migos,OG Parker,7
Migos,Cheeze Beatz,6
Migos,Purps,2
Migos,Cassius Jay,6
Migos,Murda,32
Migos,DJ Durel,8
Migos,TheKnuckledustersTV,1
Migos,G Koop,1
Migos,ZHU,1
Migos,Juvie,1
Migos,DJ Burn One,1
Migos,Stack Boy Twaun,10
Migos,Swift Bangs,1
Migos,Buddah Bless,1
Migos,Dun Deal,10
Migos,Ricky Racks,2
Migos,Will-A-Fool,2
Migos,Black Akademy,1
Migos,MPC Cartel,1
Migos,Deko,11
Migos,Lil Chriiz,1
Migos,Mario Slo,1
Migos,TrePounds,1
Migos,DY of 808 Mafia,1
Migos,Da Honorable C.N.O.T.E.,12
Migos,Cardo,1
Migos,C4,1
Migos,Mack Boy,4
Migos,Wheezy,2
Migos,DJ Plugg,4
Migos,DJ KNIGHT,3
Migos,Breezy,1
Migos,DJ Spinz,1
Migos,Fuse 100 of 808 Mafia,1
Migos,J-Hill,1
Migos,Dee.Money,3
Migos,Cash Clay,1
Migos,Deraj Global,1
Migos,Drumma Boy,1
Migos,LUDAKRIS,1
Migos,30 Roc,2
Migos,DJ Mustard,1
Migos,Sonny Digital,2
Migos,DJ Genius,1
Migos,Noble Beats,1
Migos,DJ Montay,1
Migos,TM88,4
Migos,Nard & B,4
Migos,EA,1
Migos,Helluvalife,1
Migos,DJ Suede,1
Migos,Pac On It,1
Migos,808 Mafia,1
Migos,DJ D-Wrek,1
Migos,Mike WiLL Made-It,1
Migos,Earl Hood,1
Migos,Earl Goudy II,1
Migos,Rico Love,1
Migos,Thurston McCrea,1
Migos,YDG (2),1
Migos,Tony Fadd,1
Migos,MP 808,1
Migos,X.L.,3
Migos,Spinz,1
Migos,OG,1
Migos,DJ Kash,1
Migos,DJ Victoriouz,1
Migos,Purp Dogg,1
Migos,808Godz,1
Migos,KeanuBeats,1
Migos,Unknown,1
OutKast,Earthtone III,29
OutKast,Organized Noize,42
OutKast,André 3000,34
OutKast,Big Boi,7
OutKast,Slimm Jim,1
OutKast,Mr. DJ,7
OutKast,"Nate ""Rocket"" Wonder",1
OutKast,Janelle Monáe,1
OutKast,Chuck Lightning,1
OutKast,Carl Mo,4
OutKast,Donny Mathis,1
OutKast,Tim Thomas,1
OutKast,Teddy Bishop,1
OutKast,DJ Cutmaster Swiff,1
OutKast,Earthtone Ideas,1
OutKast,"Myrna ""Peaches"" Crenshaw",1
OutKast,Dojo5,1
OutKast,Kevin Kendricks,1
