Artist,Producer,weight
Lupe Fiasco,Floss & Fame,4
Lupe Fiasco,Twitter,4
Lupe Fiasco,Julian Bunetta,1
Lupe Fiasco,Flying Lotus,1
Lupe Fiasco,Dhani Lennevald,1
Lupe Fiasco,The Glitch Mob,2
Lupe Fiasco,Salih Williams,1
Lupe Fiasco,Richard File,1
Lupe Fiasco,James Lavelle,1
Lupe Fiasco,Derrick Braxton,1
Lupe Fiasco,Chris Paultrie,1
Lupe Fiasco,Kane Beatz,1
Lupe Fiasco,BLOOD,1
Lupe Fiasco,(SNDCLSH),1
Lupe Fiasco,Movement,1
Lupe Fiasco,Jake Torrey,1
Digital Underground,D-Flow Production Squad,21
Digital Underground,Raw Fusion,3
Digital Underground,Shock G,2
Digital Underground,Digital Und,1
Digital Underground,Hella Tight,1
2Pac,Daz Dillinger,13
2Pac,Laylaw,2
2Pac,Stretch,5
2Pac,Hurt M Badd,9
2Pac,Rick Rock,2
2Pac,Mike Mosley,6
2Pac,Johnny J,61
2Pac,Big Simon Says,1
2Pac,Shock G,5
2Pac,Cold 187um,3
2Pac,Eminem,19
2Pac,DJ Daryl,5
2Pac,Jamal Joseph,2
2Pac,Charles Mack,1
2Pac,Big D The Impossible,11
2Pac,The Underground Railroad,12
2Pac,Dr. Dre,3
2Pac,Larry Chatman,1
2Pac,E.D.I. Mean,4
2Pac,Jazze Pha,3
2Pac,Dj Shota,1
2Pac,Tru Gee 79,1
2Pac,Raphael Saadiq,1
2Pac,Tony Pizarro,7
2Pac,Frank Nitty,1
2Pac,Warren G,2
2Pac,Karlin,3
2Pac,Soulshock,4
2Pac,Lipso-D,1
2Pac,L.T. Hutton,6
2Pac,Carvin Haggins,2
2Pac,Ivan Barias,2
2Pac,Sha Money XL,4
2Pac,We Got Kidz,6
2Pac,Troy Johnson,1
2Pac,88-Keys,1
2Pac,QDIII,12
2Pac,Luis Resto,2
2Pac,Deon Evans,1
2Pac,Go-Twice,1
2Pac,DJ Pooh,2
2Pac,Special Ed,1
2Pac,Akshun,2
2Pac,Darryl Harper,2
2Pac,Kenny Jayz®,1
2Pac,Darren Vegas,2
2Pac,Crooked I,2
2Pac,Daren Vegas,1
2Pac,Jim Gittum,2
2Pac,DJ Quik,4
2Pac,Sam Bostic,1
2Pac,Damon Thomas,1
2Pac,Red Spyda,2
2Pac,Anno Domini Beats,1
2Pac,Choo,1
2Pac,"Bobby ""Bobcat"" Ervin",4
2Pac,DJ MoonChild,1
2Pac,Easy Mo Bee,7
2Pac,Fabrizio Sotti,1
2Pac,D-Flow Production Squad,1
2Pac,DJ Fuze,1
2Pac,DJ Battlecat,1
2Pac,Levant Marcus,1
2Pac,Def Jef,1
2Pac,7 Aurelius,2
2Pac,Jukebox,3
2Pac,M.C Kid,1
2Pac,Hussein Fatal,1
2Pac,Street Radio,2
2Pac,Trackmasters,3
2Pac,Quimmy Quim,1
2Pac,Scott Gutierrez,1
2Pac,DR Period,1
2Pac,Brian G,1
2Pac,"Sean ""Barney"" Thomas",1
2Pac,Reginald Heard,1
2Pac,"Kip ""KP"" Wilson",1
2Pac,"Kurt ""Kobane"" Couthon",1
2Pac,Ant Banks,1
2Pac,Lyfe Jennings,1
2Pac,DJ Creep,2
2Pac,Russell Simmons,1
2Pac,Drew Dixon,1
2Pac,Nitty,3
2Pac,DJ Drain,1
2Pac,DeVante Swing,1
2Pac,Live Squad,3
2Pac,Harold Scrap Frettie,1
2Pac,Doug Rasheed,2
2Pac,Moe ZMD,3
2Pac,Atron Gregory,2
2Pac,Scott Storch,1
2Pac,Ricky Rouse,1
2Pac,Truman Jefferson,1
2Pac,Jake One,1
2Pac,Fredwreck,1
2Pac,Mike Dean,1
2Pac,Arnold Mischkulnig,1
2Pac,Bob Perry,1
2Pac,BRISS,2
2Pac,DJ AK,1
2Pac,UKNOWN,1
2Pac,Kurupt,1
2Pac,Novelist (US),1
2Pac,Claudio Cueni,1
2Pac,Pit Boss,1
2Pac,Reggie Moore,1
2Pac,Demetrius Meech Shipp,1
2Pac,J.Z.,1
2Pac,Explicheat,1
2Pac,Pilar Savone,1
2Pac,Reginald Hudlin,1
2Pac,Stacey Sher,1
2Pac,Swizz Beatz,1
2Pac,Easypointz,1
2Pac,Salih Williams,1
2Pac,Conrad Rosser,1
2Pac,Chris Rosser,1
2Pac,Outlawz,1
2Pac,Vinny Idol,1
2Pac,Raydon Coleman,1
2Pac,Shady Records,1
2Pac,Ayatollah,1
2Pac,GF Records,1
Trouble Funk,T. Hopkins,1
Trouble Funk,Reo Edwards,1
Trouble Funk,Chester Davis,1
